#,Internal Name,Name,Phone,Fax,After Hrs Phone,Address,City,County,State,Zip,Operations Manager,Operations Manager2,Kids' Dentistry OM,RM,RD,SRM,SRM,SRM,SRD,SRD,RP/RVP,TP,Region Name,Professional Corporation,Tax ID,Open Date,Epic Go Live Date
1102,Swampscott 1,Swampscott Modern Dentistry,(339)237-4380,(339)227-6128,,429 Paradise Rd,Swampscott,Essex,MA,1907,Daniel Barresi,,,Meghan Flynn,,,,,,,Jerilyn Riley,Jacob Kramer,Massachusetts Region,"Swampscott Modern Dentistry, PC",99-2920666,1/28/2025,5/6/2024
1103,Andover,The Dental Office on Cloud,,,,"646 E Cloud Ave, Ste 300",Andover,Butler,KS,67002,,,,,,,,,,,Katie Dormagen,Stephanie Wootan,Midwest Region,,,8/5/2025,
1104,Torrance 3,Dentists of Old Torrance,(424)320-6584,(424)320-9881,,"1790 W Carson St, Ste A",Torrance,Los Angeles,CA,90501,Kayla Guilfoy,,,Ruth Hillman,,,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,MEGAN MOSHAR DENTAL CORPORATION,93-2869373,12/27/2023,11/13/2023
1105,Raymore,Raymore Smiles Dentistry,(816)455-9708,(816)298-8842,,1832 W. Foxwood Dr.,Raymore,Cass,MO,64083,,,,,,,,,,,Katie Dormagen,Stephanie Wootan,Midwest Region,,,8/5/2025,
1106,Miami 5,Dentists in the Grove,(305)842-2878,(305)929-8277,,"2750 SW 27th Terrace, Ste 114",Miami,Miami-Dade,FL,33133,,,,Sofia Endara,,,,,,,Daris Hondoy,Jacob Kramer,South Florida Region,"Dentists in the Grove, PA",99-4607138,1/21/2025,7/1/2024
1107,Murrieta 7,My Kid’s Dentist,(951)543-9745,(951)543-4178,,"25100 Hancock Ave, Ste 102",Murrieta,Riverside,CA,92562,,,,Nichole Ball,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,KELLY KIM DENTAL CORPORATION,93-3445684,12/19/2023,9/4/2023
1109,Chino 2,Dentists of Chino Preserve,(909)757-8357,(909)770-5710,,"8415 Pine Ave., Ste 180",Chino,San Bernardino,CA,91708,Karla Quinn,,,Lupe Santos,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Paul Park Dental Corporation,99-1531392,5/7/2024,10/2/2023
1110,San Dimas 2,Dentists of San Dimas,(909)643-8007,(909)654-3031,,678 West Arrow Hwy,San Dimas,Los Angeles,CA,91773,Daisy Camacho,,,Linda Mata-Icart,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,KARIM MAGID ZAKLAMA DENTAL CORPORATION,93-4295888,4/2/2024,2/5/2024
1111,Longmont 2,Dentists of St. Vrain Creek,(720)263-9795,(702)844-7064,,"725 Harvest Moon Dr, Ste C",Longmont,Weld,CO,80501,,,,,,,,,,,Stephanie Ross,Stephanie Wootan,Northern Colorado Region,,,6/24/2025,
1112,Buckeye HC 1,PDS Medical Group Buckeye,(623)251-7559,(623)266-4012,,"1500 S Watson Rd, Ste C104",Buckeye,Maricopa,AZ,85326,Roxana Lara,,,Brianna Vela,Moawyah Arikat,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,1st Family Medicine,,4/5/2023,4/4/2023
1113,Phoenix HC 1,PDS Medical Group Baseline,(623)267-5200,(480)621-7043,,"3540 E Baseline Rd, Ste 130",Phoenix,Maricopa,AZ,85042,Christina Munoz,,,Brianna Vela,Moawyah Arikat,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,1st Care Family Medicine,,4/5/2023,4/4/2023
1114,Peoria HC 1,PDS Medical Group Lake Pleasant,(623)476-5820,(623)476-5815,,"20542 N Lake Pleasant Rd, Ste 115",Peoria,Maricopa,AZ,85382,,,,Brianna Vela,Moawyah Arikat,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,Lake Pleasant Family Medicine,,4/5/2023,4/4/2023
1115,Laveen HC 1,PDS Medical Group Laveen,(623)267-5570,(623)231-2236,,"5270 W Baseline Rd, Ste 145",Laveen,Maricopa,AZ,85339,Sergio Ledgard-Landeros,,,Brianna Vela,Moawyah Arikat,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,Laveen 1st Family Medicine,,5/15/2023,5/14/2023
1116,Lacey 2,Dentists of Lacey,(360)637-4609,(360)707-4116,,"2390 Marvin Rd NE, Ste O",Lacey,Thurston,WA,98516,Coleen Dixon,,,Katherine Green,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,9/10/2024,12/11/2023
1120,Upland 3,Upland Modern Dentistry,(909)657-1089,(909)654-3009,,817 W. Foothill Blvd,Upland,San Bernardino,CA,91786,Jannett Perez,Samantha Loera,,,Linda Mata-Icart,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Andrew Mikhail Dental Corporation,93-3475519,2/13/2024,12/4/2023
1121,Santa Ana 1,South Coast Smiles Dentistry,(657)210-5832,(657)212-6200,,3901 Bristol St,Santa Ana,Orange,CA,92704,Marie Benavides,,,Vanessa Bradley,,,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,Martha Atalla Dental Corporation,93-3411150,12/28/2023,11/6/2023
1124,Irvine 5,Culver Smiles Dentistry,(949)774-2139,(949)774-2158,,18102 Culver Dr.,Irvine,Orange,CA,92612,Aaron Gutierrez,Aaron Gutierrez,,Jerry Meza,,,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,"DEEPIKA DHAMA, D.D.S., INC",93-2528140,12/5/2023,11/11/2023
1125,Rancho Cucamonga 6,The Dental Office of Rancho Cucamonga,(909)509-4842,(909)770-5707,,8130 Vineyard Ave.,Rancho Cucamonga,San Bernardino,CA,91730,Vanessa Aguilar,,,Jessica Quintero,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Dental Corporation of Alexander Lee,99-1770286,12/3/2024,5/6/2024
1127,Peoria 6,Dentists of Peoria,(623)253-9499,(623)207-7482,,"7984 W. Happy Valley Rd, Ste 100",Peoria,Maricopa,AZ,85383,,,,,Jason Merrill,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Dentists of Peoria, LLP",33-2691524,3/4/2025,
1128,Long Beach 6,Los Altos Modern Dentistry,(562)356-0283,(562)453-3637,,6341 E. Spring St,Long Beach,Los Angeles,CA,90808,Darlene Hinojosa,,,Diana Vales,,,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Matsuno Dental Corporation,93-4273579,10/1/2024,9/2/2024
1129,Alhambra 1,Alhambra Modern Dentistry,(626)586-3251,(626)709-3074,,"100 E Main St., #130",Alhambra,Los Angeles,CA,91801,Jessica Nuno,Natalie Rodriguez,,,Katherine Novales,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Galstyan Dental Corporation,93-2919248,3/12/2024,12/4/2023
1133,Chandler 3,South Chandler Dental Group,(480)780-0461,(480)790-5807,,"990 E Riggs Rd, Ste 5",Chandler,Maricopa,AZ,85249,James Regione,,,Heather Mata,,Jaycee Campbell,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"South Chandler Dental Group, LLP",99-3766305,9/30/2024,
1134,San Juan Capistrano 1,Dentists of San Juan Capistrano,(949)404-5619,(949)522-3129,,"32391 Camino Capistrano, #B",San Juan Capistrano,Orange,CA,92675,Krizen-Joi Aguilar,,,Analisa Hudson,,,,,Tina Nguyen,,Alex Creelman,Maha Said-Shariff,Orange County Region,Ghibu Dental Corporation,99-3016771,8/13/2024,
1135,Citrus Heights 2,Citrus Heights Smiles Dentistry,(916)221-7031,(916)246-2124,,"6920 Auburn Blvd, Ste 100",Citrus Heights,Sacramento,CA,95621,Aaron Sudario,,,Bianca Garcia,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Hibba Bajwa Dental Corporation,99-1649514,5/7/2024,4/1/2024
1136,Rosemead 1,Dentists of Rosemead,(626)737-6917,(626)765-3676,,"1717 Walnut Grove Ave, Ste 500",Rosemead,Los Angeles,CA,91770,,Elizabeth Arbiso,,,Katherine Novales,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Claudia Camacho Dental Corporation,93-3773886,4/2/2024,4/1/2024
1137,Hurst 1,Hurst Modern Dentistry,(817)532-3358,(817)769-6016,,"725 Airport Freeway, Ste D",Hurst,Tarrant,TX,76053,Renee Stinson,,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,Hurst Modern Dentistry and Orthodontics PC,99-1500502,4/16/2024,2/12/2024
1142,Katy 7,Dentists of Katy Park,(281)205-4470,(281)727-0736,,"24826 Morton Ranch Rd, Ste 100",Katy,Harris,TX,77493,Lazaro Garcia,,,Ryan Means,,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Dentists of Katy Park, PC",99-4387027,10/29/2024,7/8/2024
1144,Charlotte 3,Piper Glen Dental Group,(704)704-2499,(704)326-4181,,"6414 Rea Rd, Ste C5",Charlotte,Mecklenburg,NC,28277,Morgan Martinez,,,Carol Bilous,,,,,,,Brian Taylor,Jacob Kramer,Carolinas Region,"Ali Shahrestani, D.M.D., PLLC",86-3952535,2/5/2024,12/17/2023
1145,Worcester 1,Dentists of Worcester,(508)635-9543,(508)689-5245,,"70 Gold Star Blvd, Ste 103",Worcester,Worcester,MA,1606,Michael Shifman,,,,,,,,,,Jerilyn Riley,Jacob Kramer,Massachusetts Region,"Dentists of Worcester, PC",99-3376500,5/20/2025,6/3/2024
1146,San Ramon 1,Dentists of San Ramon,(925)395-2786,(925)262-8558,,"21001 San Ramon Valley Blvd, Ste C6",San Ramon,Contra Costa,CA,94583,,Alexandra Avila,,Jessica Rubio,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Mokbil and Bautista Dental Corporation,93-4140617,12/28/2023,12/11/2023
1147,Miami 8,Dentists on Biscayne,(786)706-6263,(786)629-5517,,6660 Biscayne Blvd,Miami,Miami-Dade,FL,33138,Paul Nasseri,,,,,,,,,,Daris Hondoy,Jacob Kramer,South Florida Region,"Dentists on Biscayne, PA",33-2363393,4/1/2025,
1150,Westminster 4,Hyland Hills Dentistry,(303)285-1578,(303)325-8523,,"9388 Sheridan Blvd., Westminster, CO",Westminster,Adams,CO,80031,,,,,,,,,,,Stephanie Ross,Stephanie Wootan,Northern Colorado Region,,,9/16/2025,
1153,Cincinnati 6,Dentists of Kenwood,(513)776-8499,(513)978-5230,,7819 Kenwood Rd,Cincinnati,Hamilton,OH,45236,Ronnie Duskin,,,Greg Winn,,,,,,,Mark Dean,Jacob Kramer,Ohio Kentucky Region,"Ly Dentists of Kenwood, PC",99-3415270,10/1/2024,
1154,Maitland 1,Dentists of Maitland,(407)613-2657,(407)965-3317,,501 Maitland Blvd.,Maitland,Orange,FL,32751,,,,Jose Loperena,,,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,,,5/6/2025,
1155,Buckeye 5,Dentists at Buckeye Commons,,,,"20650 W Roosevelt St, Ste 111",Buckeye,Maricopa,AZ,85326,,,,,,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,,,8/26/2025,
1156,Orlando 3,Dentists of Vista,(689)266-0882,(689)273-5952,,7601 Narcoossee Rd,Orlando,Orange,FL,32822,Karen Escobar,,,Rhea Aquino-Seppelt,,Paige Fichtner,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,"Dentists of Vista, PA",99-4608689,11/12/2024,
1157,Long Beach 7,Downtown Long Beach Dentistry,(562)314-4169,(562)206-1908,,560 Pine Ave,Long Beach,Los Angeles,CA,90802,Laura Paz Marron,,,Ruth Hillman,,,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Conor Jacobson Dental Corporation,99-4845202,6/10/2025,6/3/2024
1158,Folsom 3,Dentists of Folsom,(916)333-7814,(916)473-2008,,"1016 Riley St, Ste 1",Folsom,Sacramento,CA,95630,"Mamta ""Rosie"" Hurd",,,Kimberly Robinson,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Mokbil and Vicuna Dental Corporation,99-2307141,6/25/2024,6/3/2024
1159,Fort Myers 3,Fort Myers Modern Dentistry,(239)241-9128,(239)236-5939,,3330 Forum Blvd.,Fort Myers,Lee,FL,33905,Dave Jean-Pierre,,,Demi Godina,,,,,,,Daris Hondoy,Jacob Kramer,South Florida Region,"Fort Myers Modern Dentistry, PA",99-2973472,10/14/2024,7/1/2024
1160,Magnolia 2,Magnolia Modern Dentistry,(832)552-1559,(832)553-0316,,"32822 FM 2978, Ste #1300",Magnolia,Montgomery,TX,77354,,Kimberly Houlihan,,,Marcie Sprayberry,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"Magnolia Modern Dentistry, PC",99-3865439,9/17/2024,
1162,Gilbert 7,Dentists of East Gilbert,(480)571-5604,(480)534-2920,,"3546 South Power Rd, Ste 103",Gilbert,Maricopa,AZ,85234,Camille Washington,,,Kayla Martinez,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Dentists of East Gilbert, LLP",33-2660652,4/22/2025,
1163,Houston 11,The Vintage Modern Dentistry,(713)885-9153,(713)277-7131,,"10927 Louetta Rd, Ste 240",Houston,Harris,TX,77070,Brittany Coleman,Samantha Truong Williams,,Zenia Castillo,,Kevin Rich,,,Jen Moss,,Michael Hurley,Nicole Brown,Gulf Coast TX Region,"The Vintage Modern Dentistry, PC",99-2658491,7/23/2024,6/3/2024
1164,Union City 1,Union City Modern Dentistry,(510)338-4383,(510)679-6570,,30941 Courthouse Dr,Union City,Alameda,CA,94587,,,,Dallin Caldwell,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Dental Corporation of Patel and Mokbil,33-2349027,2/11/2025,
1167,Chandler 4,The Dental Office of Chandler,(480)716-7523,(480)739-5388,,"1990 W Germann Rd, Ste 200",Chandler,Maricopa,AZ,85286,Kristin Segura,,,Heather Mata,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"The Dental Office of Chandler, LLP",33-2885020,4/1/2025,
1168,Surprise 7,Dentists of Surprise,(623)254-7434,(623)201-8913,,"16853 N 145th Ave, Ste 173",Surprise,Maricopa,AZ,85374,,,,Adrian Paredes,,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Dentists of Surprise, LLP",33-2952203,4/29/2025,
1170,Elk Grove 4,Dentists of Elk Grove,(916)318-0676,(916)473-2472,,"4711 Laguna Blvd., Ste 101",Elk Grove,Sacramento,CA,95758,Matthew Bowen,,,Tess Franklin,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,"Inaksh Johal, D.D.S., Inc.",99-3201787,12/17/2024,
1172,Plano 3,Dentists of Plano,(469)915-5217,(469)917-1457,,"9613 Coit Rd, Ste 107",Plano,Collin,TX,75024,Heather Jackson,,,Chante Conway,,,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,"Dentists of Plano, PC",33-3163439,4/15/2025,
1173,Las Vegas 23,Fort Apache Dental Group,(702)844-7321,(702)844-7064,,"8285 S Fort Apache Rd, Ste 104",Las Vegas,Clark,NV,89178,Jocelyn Mata,,,Adam Godoy,,,,,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Tran Fort Apache Dental Group, PC",33-3020144,5/13/2025,
1175,Santa Clarita 2,Dentists on Sand Canyon,(661)310-2381,(661)263-4462,,16380 Village Way,Santa Clarita,Los Angeles,CA,91387,Claudia Matthews,,,Rebecca Stogden,,,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,,,7/29/2025,
1177,Bellflower 1,The Dental Office of Bellflower,(562)471-7099,(562)489-9042,,"16411 Bellflower Blvd., Ste 103",Bellflower,Los Angeles,CA,90706,Marta Cedillo,,,Diana Vales,,,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Roberto Nochez Dental Corporation,99-4378374,12/3/2024,
1179,Orange 2,Orange Modern Dentistry,(657)218-5865,(657)295-2073,,"130 S Main St, Ste A-D",Orange,Orange,CA,92868,Chalae Quintanar,,,Megan Detrick,,,,,Tina Nguyen,,Alex Creelman,Maha Said-Shariff,Orange County Region,Elmira Latshikyan Dental Corporation,99-3916275,12/10/2024,
1180,Long Beach 8,Long Beach Modern Dentistry,(562)366-8931,(562)489-9695,,"4630 E Pacific Coast Hwy, Unit 3",Long Beach,Los Angeles,CA,90804,Tiffany Long,Karina Garcia,,Diana Vales,,,,,,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Justin Cowan Dental Corporation,99-3958891,4/8/2025,
1181,Nampa 1,Dentists of Nampa,(208)563-2724,(208)914-6002,,"1255 N Happy Valley Rd., Ste 120",Nampa,Canyon,ID,83687,,,,Karianne Wallace,,,,,,,Alicia Lowry,Nicholas D'Amico,Idaho Utah Region,,,6/17/2025,
1182,San Jose 1,Dentists of Saratoga,(408)833-6960,(408)834-4091,,1370 and 1380 El Paseo De Saratoga,San Jose,Santa Clara,CA,95130,,,,,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,,,9/2/2025,
1183,San Diego 13,Dentists at North Park,(619)704-0685,(619)673-8572,,"3001 El Cajon Blvd., Ste 101",San Diego,San Diego,CA,92104,,Alicia Masteller,,Jennifer Johnson,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Holly Hinderberger Dental Corporation,99-3750641,10/8/2024,
1184,Jurupa Valley 1,Jurupa Valley Dental Group,,,,"6348 Mission Blvd., Unit 106",Jurupa Valley,Riverside,CA,92509,,,,,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,,,12/9/2025,
1185,Santa Clara 1,Dentists of Santa Clara,(661)310-1186,(661)347-2333,,2712 Homestead Rd,Santa Clara,Santa Clara,CA,95051,,,,Dallin Caldwell,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Ahmad Mokbil and Dhaval Patel Dental Corporation,33-1435857,4/22/2025,
1186,Vallejo 1,Dentists of Vallejo,(707)324-5919,(707)237-0413,,784 Admiral Callaghan Lane,Vallejo,Solano,CA,94591,Katherine Marcelino,,,Alina Cepernich,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Makkiyah Dental Corporation,99-4596178,12/30/2024,
1187,Surprise HC 1,PDS Medical Group Festival,(623)600-4466,(623)748-6440,,"13869 W Bell Rd, Ste 103B",Surprise,Maricopa,AZ,85374,Meagan Pryor,,,Adrian Paredes,Moawyah Arikat,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,PDS Medical Group Festival,,5/28/2024,4/28/2024
1188,Henderson 13,Dentists of Green Valley,(702)766-1962,(702)844-7121,,2231 N Green Valley Pkwy,Henderson,Clark,NV,89014,Joanna Johnston,,,Brandon Kaecker,,,,,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Hoyle Dentists of Green Valley, PC",33-1417288,12/3/2024,
1189,Henderson 13 HC,PDS Medical Group Green Valley,(702)766-1972,(702)844-7129,,2231-B N Green Valley Pkwy,Henderson,,NV,89014,,Rey-Ann Duldulao,,Lauren McPherson,Moawyah Arikat,,,,,,Catherine Wild,Maha Said-Shariff,South Las Vegas Region,"Khakwani Medical Corporation, PC",81-1476918,12/2/2024,
1190,Renton 2,The Dental Office of Renton,(425)536-8997,(425)651-2595,,10551 SE Carr Rd,Renton,King,WA,98055,,,,,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,,,8/19/2025,
1193,North Las Vegas 5,North Las Vegas Modern Dentistry,(702)577-9772,(702)844-7096,,"6975 N Aliante Pkwy, Ste 101",North Las Vegas,Clark,NV,89084,Natasha Ortiz,Natasha Ortiz,,Amber Breeze,,Tiffany Magana,Mechelle Quinories,Nichelle Venable,,,Catherine Wild,Maha Said-Shariff,North Las Vegas Region,"Brown North Las Vegas Modern Dentistry, PC",99-3599074,10/15/2024,
1194,Albuquerque 11,Sandia Ridge Dentists,(505)445-5416,(505)465-8007,,"4800 Cutler Avenue NE, Ste 25",Albuquerque,Bernalillo,NM,87110,,,,,,,,,,,Crystal Carricato,Stephanie Wootan,New Mexico Region,,,7/8/2025,
1197,Mesa 7 HC,PDS Medical Group North Mesa,(480)690-6959,(480)447-7235,,"1310 East McKellips Rd, Ste 105B",Mesa,Maricopa,AZ,85203,Scotlin Burke,,,Kayla Martinez,Moawyah Arikat,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,PDS Medical Group North Mesa,,8/12/2024,
1198,Fontana 4,Fontana Modern Dentistry,(909)657-2736,(909)770-5716,,"10189 Citrus Ave, Ste. B",Fontana,San Bernardino,CA,92335,,,,,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,,,7/8/2025,
1199,Culver City 1,Culver City Smiles Dentistry,(424)226-2937,(424)273-8607,,"4114 Sepulveda Blvd, Ste I",Culver City,Los Angeles,CA,90230,Marcus Welch,,,Sowo Varney,,,,,Tina Nguyen,,Kamaile Crowell,Maha Said-Shariff,South Los Angeles Region,Arielle Jones Dental Corporation,99-4699046,2/17/2025,
1201,North Las Vegas 5 HC,PDS Medical Group North Las Vegas,(702)867-0087,(702)844-7117,,"6975 N Aliante Pkwy, Ste 101B",North Las Vegas,Clark,NV,89084,Perla Holguin,,,Lauren McPherson,Moawyah Arikat,,,,,,Catherine Wild,Maha Said-Shariff,North Las Vegas Region,,,10/14/2024,
1202,Reno 5,MidTown Reno Smiles Dentistry,(775)467-2107,(775)467-2475,,"299 E Plumb Lane, Ste 125",Reno,Washoe,NV,89502,Nicole Hartman,,,Caryssa Cook,,,,,,,Alicia Lowry,Nicholas D'Amico,Reno Region,"Abboud Midtown Reno Smiles Dentistry, PC",99-4493214,2/25/2025,
1203,Santa Fe Springs 1,Santa Fe Springs Modern Dentistry,(562)232-4715,(562)206-2779,,13327 Florence Ave,Santa Fe Springs,Los Angeles,CA,90670,Gloria Carrasco,,,Megan Detrick,,,,,Tina Nguyen,,Alex Creelman,Maha Said-Shariff,Orange County Region,,,5/6/2025,
1204,Reno 6,Keystone Modern Dentistry,(775)467-2721,(775)467-2413,,905 W 5th St,Reno,Washoe,NV,89503,,,,,,,,,,,Alicia Lowry,Nicholas D'Amico,Reno Region,,,6/24/2025,
1205,Fresno 4,Fresno Modern Dentistry,(559)312-2832,(559)408-5407,,8472 N. Friant Rd,Fresno,Fresno,CA,93720,,,,,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Central Valley Region,,,7/1/2025,
1213,Wildwood 2,Wildwood Modern Dentistry,(352)663-9773,(352)205-4257,,5297 Sundance Trl,Wildwood,Sumter,FL,34785,Danielle Gomez,,,Alexis Chang,,Paige Fichtner,,,,,Ryan Stowasser,Jacob Kramer,Central Florida Region,"Wildwood Modern Dentistry, PA",33-2640438,4/1/2025,
1214,Bothell 1,Bothell Modern Dentistry,(425)609-5230,(425)651-2929,,"24032 Bothell Everett Hwy, Ste 100",Bothell,Snohomish,WA,98021,,,,,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,,,7/1/2025,
1215,Fountain 3,Dentists of Fountain,,,,"6235 Sawcut Point, Ste 140",Fountain,El Paso,CO,80817,,,,,,,,,,,Stephanie Wootan,Stephanie Wootan,Southern Colorado Region,,,9/9/2025,
1217,Columbus 1,Dentists of Upper Arlington,(614)602-5375,(614)932-6290,,"2025 West Henderson, Ste 80",Upper Arlington,Franklin,OH,43220,,,,,,,,,,,Mark Dean,Jacob Kramer,Ohio Kentucky Region,,,6/17/2025,
1219,Escondido 3,Escondido Modern Dentistry,(442)273-2325,(442)232-2505,,640 W Mission Ave,Escondido,San Diego,CA,92025,,,,Bianca Ireland,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,"Escondido Modern Dentistry, Inc.",33-3249387,4/8/2025,
1221,Melissa 1,Melissa Modern Dentistry,,,,"140 Bucees Blvd, Ste 1000",Melissa,Collin,TX,75454,,,,,,,,,,,Nicole Brown,Nicole Brown,North Dallas Oklahoma Region,,,8/19/2025,
1222,Norco 2,Norco Modern Dentistry,(951)220-6971,(951)269-4734,,"1411 Hamner Ave, Ste 106",Norco,Riverside,CA,92860,Anabel De La Cruz,,,Melanie Smith,,,,,Ashley Quezada,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,Shaikh Dental Corporation,99-4555213,12/11/2024,
1224,Boise 3,Bown Crossing Dentistry,,,,"3047 S. Bown Way, Ste 100",Boise,Ada,ID,83706,,,,,,,,,,,Alicia Lowry,Nicholas D'Amico,Idaho Utah Region,,,8/12/2025,
1225,West Sacramento 2,Dentists of West Sacramento,,,,"775 Ikea Ct, Ste 130",West Sacramento,Yolo,CA,95605,,,,,,,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,,,8/4/2025,
1231,Las Vegas 24,Dentists of Centennial Hills,,,,6958 W Ann Rd,Las Vegas,Clark,NV,89130,,,,,,,,,,,Catherine Wild,Maha Said-Shariff,North Las Vegas Region,,,9/3/2025,
1236,Azusa 1,Azusa Modern Dentistry,,,,806 N Azusa Ave,Azusa,Los Angeles,CA,91702,,,,,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,,,8/5/2025,
1237,Mooresville 1,Mooresville Modern Dentistry,,,,690 A Bluefield Rd,Mooresville,Iredell,NC,28117,,,,,,,,,,,Brian Taylor,Jacob Kramer,Carolinas Region,,,10/28/2025,
1238,Frederick 1,Dentists of Frederick,,,,"6160 Silverstone Dr, Ste D",Frederick,Weld,CO,80504,,,,,,,,,,,Stephanie Ross,Stephanie Wootan,Northern Colorado Region,,,9/9/2025,
1246,Gahanna 1,Gahanna Modern Dentistry,(380)235-8077,(380)235-2732,,103 N Hamilton Rd,Gahanna,Franklin,OH,43230,,,,,,,,,,,Mark Dean,Jacob Kramer,Ohio Kentucky Region,,,7/1/2025,
1247,Grand Terrace 1,Grand Terrace Modern Dentistry,(909)657-9498,(909)770-5714,,22471 Barton Rd,Grand Terrace,San Bernardino,CA,92313,,,,,,,,,,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,,,8/4/2025,
1248,Golden 1,Golden Modern Dentistry,(303)647-5586,(303)325-8509,,"17207 S. Golden Rd., Ste 100",Golden,Jefferson,CO,80401,,,,,,,,,,,,Stephanie Wootan,Central Colorado Region,,,6/17/2025,
